"id","name","address1","address2","city","state","code","country","phone","website","filepath","descript","last_mod"
"752","KÃ¶stritzer Schwarzbierbrauerei","Heinrich-Schtz-Strae 16",,"Bad KÃ¶stritz","ThÃ¼ringen",,"Germany","49-(0)36605-/-83-0",,,,"2010-07-22 20:00:20"
"753","KrÃ¡lovskÃ½ pivovar KruÅ¡ovice","270 53",,"KruÅ¡ovice",,,"Czech Republic","313 569 229","http://www.krusovice.cz/",,,"2010-07-22 20:00:20"
"754","Krogh's Restaurant and Brewpub","23 White Deer Plaza",,"Sparta","New Jersey","7871","United States","1-973-729-8428",,,,"2010-07-22 20:00:20"
"755","Kross Brewing",,,"Morrisville","Vermont",,"United States",,,,,"2010-07-22 20:00:20"
"756","Kuhnhenn Brewing","5919 Chicago Road",,"Warren","Michigan","48092","United States","1-586-979-8361","http://www.kbrewery.com/",,,"2010-07-22 20:00:20"
"757","Kulmbacher Brauerei AG","Lichtenfelser Strae 9",,"Kulmbach","Bayern",,"Germany","49-(0)9221-/-705-0",,,,"2010-07-22 20:00:20"
"758","Kulmbacher Mnchshof Bru",,,"Kulmbach","Bayern",,"Germany",,,,,"2010-07-22 20:00:20"
"759","La Jolla Brew House","7536 Fay Avenue",,"La Jolla","California","92037","United States","1-858-456-6279",,,,"2010-07-22 20:00:20"
"760","La Jolla Brewing",,,"La Jolla","California",,"United States",,,,,"2010-07-22 20:00:20"
"761","Labatt / Keith's Brewery / Oland Breweries","3055 Agricola Street",,"Halifax","Nova Scotia","0","Canada","1-902-453-1867",,,,"2010-07-22 20:00:20"
"762","Labatt Ontario Breweries","150 Simcoe Street",,"London","Ontario","0","Canada","1-519-663-5050",,,,"2010-07-22 20:00:20"
"763","LaConner Brewing","117 South First Street",,"LaConner","Washington","98257","United States","1-360-466-1415","http://www.insidelaconner.com/",,,"2010-07-22 20:00:20"
"764","Lafayette Brewing","622 Main Street",,"Lafayette","Indiana","47901","United States","1-765-742-2591",,,,"2010-07-22 20:00:20"
"765","Lagunitas Brewing Company","1280 North McDowell Boulevard",,"Petaluma","California","94954","United States","1-707-769-4495","http://www.lagunitas.com/",,,"2010-07-22 20:00:20"
"766","Lake Louie Brewing","7556 Pine Road",,"Arena","Wisconsin","53503","United States","1-608-753-2675",,,,"2010-07-22 20:00:20"
"767","Lake Placid Pub & Brewery","813 Mirror Lake Drive",,"Lake Placid","New York","12946","United States","518-523-3813","http://www.ubuale.com/",,,"2010-07-22 20:00:20"
"768","Lake Superior Brewing","2711 West Superior Street",,"Duluth","Minnesota","55806","United States","1-218-723-4000",,,,"2010-07-22 20:00:20"
"769","Lakefront Brewery","1872 North Commerce Street",,"Milwaukee","Wisconsin","53212","United States","1-414-372-8800","http://www.lakefrontbrewery.com/index.html",,"Started in 1987, the microbrewery located on the Milwaukee River has become a Milwaukee landmark.  Its rich history includes partnerships with local taverns, preservation of local historical pieces, unique tours, family style dining options and most importantly, great beer. President Russ Klisch said it all started with his brother, Jim.  Jim expressed interest in beer making near his birthday and Russ humored him by purchasing him a book on the subject.  Jim read the book and brewed the beer.  Although not known, according to Russ, as a gourmet cook, Jim made a good beer.  Russ was impressed and decided he could do it better.  In short, sibling competitiveness and common interest lead both to entering contests in beer making.  They both received awards, and family and friends encouraged them to start the business. Their family had roots in the beer industry as well.  Their grandfather worked for Schlitz driving a street sweeper and a truck.  Russ Klisch remembers him bringing home short fills to his dad.  He recalls, even as a kid, that it was a cool job if you got to bring beer home at night.  Taverns were also owned by several family members. With that family history and their common interest in beer making, the brothers started their business.  They decided to start small.  Initially, they bought an old pizza bakery building down the street from their home in Riverwest.  They liked the location and the fact that they could walk there from home.  They sold their first barrel on December 2, 1987.  They stayed at that location until winter of 1998.","2010-07-22 20:00:20"
"770","Lammin Sahti Oy","Liesontie 554",,"Lammi",,"0","Finland","358-3-633-5444",,,,"2010-07-22 20:00:20"
"771","Lancaster Brewing Co.","302 N. Plum St.",,"Lancaster","Pennsylvania","17602","United States","717-391-6258","http://www.lancasterbrewing.com/index.html",,"We brew our beer in the heart of Lancaster County, Pennsylvania with great respect for the old traditions of brewing. Our master brewer, Christian Heim, has a strong commitment to quality and uses advanced brewing techniques to produce a consistent and high quality beer. Savor the hopped aromas as they come alive and accentuate the wholesome malt flavors in our ales and lagers.","2010-07-22 20:00:20"
"772","Lanchester Brewing","Durham DH7 0NT",,"Durham","Durham",,"United Kingdom",,,,,"2010-07-22 20:00:20"
"773","Lang Creek Brewry","655 Lang Creek Road",,"Marion","Montana","59925","United States","(406) 858-2200","http://langcreekbrewery.com/",,"Good beer here!!","2010-07-22 20:00:20"
"774","Latrobe Brewing",,,"Latrobe","Pennsylvania",,"United States",,,,,"2010-07-22 20:00:20"
"775","Laughing Dog Brewing","55 Emerald Industrial Park Road",,"Ponderay","Idaho","83852","United States","208-263-9222","http://www.laughingdogbrewing.com/",,"Great Local brew.  They have 5 main brews, but the 2 I love most are their Pale Ale and Cream Ale.  The Pale Ale has a great hoppy finish, while the Cream Ale has a nice smooth taste. They also have a few other great brews!","2010-07-22 20:00:20"
"776","Lazy Magnolia Brewing Company","7030 Roscoe Turner Rd",,"Kiln","Mississippi","39556","United States","(228) 467-2727","http://www.lazymagnolia.com/",,,"2010-07-22 20:00:20"
"777","Le Cheval Blanc","809 Rue Ontario Est",,"Montreal","Quebec","0","Canada","1-514-522-0211",,,,"2010-07-22 20:00:20"
"778","Left Coast Brewing","1245 Puerta del Sol",,"San Clemente","California","92673","United States","1-949-361-9972",,,,"2010-07-22 20:00:20"
"779","Left Hand Brewing Company","1265 Boston Avenue",,"Longmont","Colorado","80501","United States","1-303-772-0258","http://www.lefthandbrewing.com/",,,"2010-07-22 20:00:20"
"780","Legacy Brewing Co.","545 Canal Street",,"Reading","Pennsylvania","19602","United States","(610) 376-9996","http://www.legacybrewing.com",,"Legacy Brewing Co. is committed to handcrafting unique, high quality beer by employing brewing techniques learned from European and American brewers. The complexity of flavors comes from a combination of high quality imported malts and our hopping methods which includes the use of whole flower hops. The Legacy team includes a creative collection of brewers, engineers, a microbiologist and our friends in the arts community; all with a passion for innovative products. Legacy...we brew pure pleasure!","2010-07-22 20:00:20"
"781","Legends Brewhouse & Eatery of Green Bay","2840 Shawano Avenue",,"Green Bay","Wisconsin","54313","United States","1-920-662-1111",,,,"2010-07-22 20:00:20"
"782","Leinenkugel's Ballyard Brewery",,,"Phoenix","Arizona",,"United States",,,,,"2010-07-22 20:00:20"
"783","Lewis & Clark Brewing Company","939 Getchell Street",,"Helena","Montana","59601","United States","(406) 442-5960","http://lewisandclarkbrewing.com/",,,"2010-07-22 20:00:20"
"784","Liberty Steakhouse and Brewery","1321 Celebrity Circle",,"Myrtle Beach","South Carolina","29577","United States","843.626.4677","http://www.libertysteakhouseandbrewery.com/",,"Liberty means many things to many different people. It's a celebration of the great American farmer and the rich bounty he puts on our plates.  It's a celebration of America's rich ethnic cooking styles. It's a celebration of the resurgence of the handcrafted-brewing style of the pre-prohibition small American brewery.  Liberty Steakhouse & Brewery is based on America's rich ethnic cooking styles, complimented by finely hand-crafted beers, tantalizing starters and perfectly seared steaks. We've got something brewing you're sure to like. Liberty is also a celebration of life, family and the pursuit of happiness. So bring us your hungry, your thirsty and fun-loving, we'll send you home refreshed and fulfilled.","2010-07-22 20:00:20"
"785","Licher Privatbrauerei","In den Hardtberggrten",,"Lich","Hessen",,"Germany","49-(0)6404-/-82-0",,,,"2010-07-22 20:00:20"
"786","Liefmans Breweries","Wontergemstraat 42",,"Dentergem","West-Vlaanderen",,"Belgium","32-051-63-36-81",,,,"2010-07-22 20:00:20"
"787","Lift Bridge Brewery",,,"Stillwater","Minnesota",,"United States",,"http://www.liftbridgebrewery.com/",,,"2010-07-22 20:00:20"
"788","Lighthouse Brewing","2 - 836 Devonshire Road",,"Victoria","British Columbia","0","Canada","1-888-862-7500",,,,"2010-07-22 20:00:20"
"789","Lightning Boy Brewery",,,"Belgrade","Montana",,"United States",,,,,"2010-07-22 20:00:20"
"790","Limburg Beer Company","500 Williams Street",,"Hawkes Bay",,,"New Zealand","64-(06)-878-5542",,,,"2010-07-22 20:00:20"
"791","Lion Brewery Ceylon Ltd.","No-254, Colombo Road",,"Colombo",,,"Sri Lanka","94-331535-42","http://www.lionbeer.com/",,,"2010-07-22 20:00:20"
"792","Lion Brewery Inc.","700 North Pennsylvania Blvd.",,"Wilkes Barre","Pennsylvania","18705","United States","(800) 233-8327","http://www.lionbrewery.com/",,"With a proud brewing heritage dating back to 1905, The Lion Brewery merges rustic architecture with state-of-the-art brewing technology, a contrast typified by the gleaming stainless steel aging tanks that sit alongside the traditional copper brew kettle. Our brewing process utilizes the traditional English method of upward infusion mashing in our combination mash lauter tun to create lagers and ales inspired by old world values, but with modern quality and consistency. The staff at The Lion Brewery is dedicated to producing true handcrafted beers, made right here in our century-old Brewhouse. All of our premium beers are made using only the four basic ingredients allowed by the Reinheitsgebot, or German purity law. Under the skillful supervision of our Master Brewer, Leo Orlandini, each of our lagers and ales are brewed in small batches using only the finest hops and malts available to guarantee the highest quality and freshness. Each product we brew is an original recipe especially created to deliver a fuller flavor than ordinary beers, yet with an approachable style and character. As a result, our beers have garnered numerous medals from the Great American Beer Festival and the World Beer Championships in recent years.","2010-07-22 20:00:20"
"793","Lion Nathan Australia  Hunter Street","Level 15, 20 Hunter Street",,"Sydney","New South Wales",,"Australia","61-(02)-9320-2200",,,,"2010-07-22 20:00:20"
"794","Listermann Brewing Company","1621 Dana Ave.",,"Cincinnati","Ohio","45212","United States","(513) 731-1130","http://www.listermann.com/",,,"2010-07-22 20:00:20"
"795","Little Apple Brewing","1110 Westloop Center",,"Manhattan","Kansas","66502","United States","1-785-539-5500",,,,"2010-07-22 20:00:20"
"796","Little Creatures Brewery","40 Mews Road",,"Fremantle","WA","6160","Australia","+61 8 9430 5155","http://www.littlecreatures.com.au/",,,"2010-07-22 20:00:20"
"797","Live Oak Brewing","3301-B East Fifth Street",,"Austin","Texas","78702","United States","1-512-385-2299","http://www.liveoakbrewing.com/",,"Live Oak Brewing Company is truly a home-grown Austin enterprise. Two of Austin's own homebrews, Chip McElroy and Brian Peters, literally hand-built the brewery and were the two main brewers, keg washers, delivery persons, and proselytizers. Live Oak has grown since then, but we are still just as passionate about providing delicious old-world style beers that are rarely commercially available. Our special beers are brewed in limited quantities in a small east Austin brewery and are available in fine pubs and restaurants in Austin, Dallas, Houston, Alpine, Marathon, San Marcos and San Antonio.","2010-07-22 20:00:20"
"798","Loaf and Stein Brewing",,,"Eagle River","Wisconsin",,"United States",,,,,"2010-07-22 20:00:20"
"799","Lobkowiczk Pivovar Vysok Chlumec","CZ-262 52 Vysok Chlumec",,"Vysok Chlumec",,,"Czech Republic","420-318-865-321",,,,"2010-07-22 20:00:20"
"800","Logjam Microbrewery","B-4864 Cty Rd F",,"Unity","Wisconsin","54488","United States","715-223-4336","http://www.logjambeer.com/",,"Originally started in Tomahawk, WI.  LogJam Microbrewery is under new ownership and located in Unity, WI at Monster World campground.","2010-07-22 20:00:20"
"801","Long Trail Brewing Co","Route 4 & 100A",,"Bridgewater Corners","Vermont","5035","United States","802) 672-5011","http://www.longtrail.com/",,"Long Trail Brewery is a microbrewery located in Bridgewater, Vermont, USA. It was opened in May of 1989 by Andy Pherson, who now serves both as the company's president and brewmaster. The company's first brewery was located in the basement of the Bridgewater Woolen Mill in Vermont's Green Mountains, but by 1995 the company had become popular enough that it was able to relocate to a state-of-the-art brewery and visitor center (featuring an open-air deck overlooking the Ottaquechee River) in Bridgewater Corners, VT.","2010-07-22 20:00:20"
"802","Long Valley Pub & Brewery","1 Fairmount Road",,"Long Valley","New Jersey","7853","United States","1-908-876-1122",,,,"2010-07-22 20:00:20"
"803","Lost Coast Brewery","617 Fourth Street",,"Eureka","California","95501","United States","1-707-445-4484","http://www.lostcoast.com/",,,"2010-07-22 20:00:20"
"804","LÃ¶wenbrÃ¤u Brauerei","Nymphenburger StraÃŸe 4",,"MÃ¼nchen","Bayern",,"Germany","49-(0)89-/-5200-0",,,,"2010-07-22 20:00:20"
"805","Lwenbru Munich","Toronto ON",,"Toronto","Ontario",,"Canada",,,,,"2010-07-22 20:00:20"
"806","Lwenbru Zrich","Brandschenkestrasse 150",,"Zrich",,,"Switzerland",,,,,"2010-07-22 20:00:20"
"807","Maclay and Co.",,,"Clackmannan","Scotland",,"United Kingdom",,,,,"2010-07-22 20:00:20"
"808","Mad Anthony Brewing","2002 Broadway",,"Fort Wayne","Indiana","46802","United States","1-260-426-2537",,,,"2010-07-22 20:00:20"
"809","Mad Crab Restaurant and Brewery",,,"Strongsville","Ohio",,"United States",,,,,"2010-07-22 20:00:20"
"810","Mad River Brewing","195 Taylor Way",,"Blue Lake","California","95525","United States","1-707-668-4151",,,,"2010-07-22 20:00:20"
"811","Mad River Brewing Company","101 Taylor Way",,"Blue Lake","California","95525","United States","707-668-4151","http://www.madriverbrewing.com/",,"Brewmaster Bob Smith's dream to open a small brewery began in the late seventies. Seeking knowledge and ingredients Smith joined with a small number of individuals who were laying the foundation of the craft beer movement in California. With a small group of investors Smith formed Mad River Brewing Company in 1989. Now in our 2nd decade we continue our commitment to producing fine ales combining the most traditional brewing methods with an environmentally sound approach. For centuries the English have been known for their brewing expertise. At Mad River Brewing Company we are long on tradition and continue to handcraft our ales in the truest sense. Our award winning ales have become renowned for their unique flavor profile and consistent quality.","2010-07-22 20:00:20"
"812","Magic Hat","5 Bartlett Bay Road",,"South Burlington","Vermont","5403","United States","1-802-658-2739","http://www.magichat.net/",,"Burlington microbrewers of Humble Patience, Fat Angel, #9, Blind Faith IPA, and Heart of Darkness Oatmeal Stout.","2010-07-22 20:00:20"
"813","Magnolia Pub and Brewery","1398 Haight Street",,"San Francisco","California","94117","United States","1-415-864-7468","http://www.magnoliapub.com/",,,"2010-07-22 20:00:20"
"814","Main Street Alehouse","333 North Main Avenue",,"Gresham","Oregon","97030","United States","1-503-669-0569",,,,"2010-07-22 20:00:20"
"815","Main Street Beer Company #1",,,"Richmond","Virginia",,"United States",,,,,"2010-07-22 20:00:20"
